Port,Protocol,Count
12555,icmp,6
25123,ipx-in-ip,13
28361,cftp,1
21565,ospfigp,9
63140,sun-nd,1
23877,unknown,1
47066,tcp,9
8990,pipe,1
47918,shim6,1
37550,il,1
56653,pim,15
55589,igmp,7
49730,mtp,10
46922,gre,10
40454,eigrp,11
29559,br-sat-mon,1
64427,gre,14
61873,ospfigp,8
52763,il,10
61487,icmp,11
12093,xnet,6
23380,unknown,1
27645,sctp,7
57208,eigrp,6
24805,unknown,1
21524,esp,6
42258,pim,9
8735,ah,6
240,tcp,7
22677,iso-tp4,1
35442,eigrp,15
29881,emcon,1
54793,sscopmce,1
40541,pim,10
1906,unknown,1
30573,unknown,1
27015,iptm,1
16130,pim,10
24518,mtp,10
59822,eigrp,11
23592,tcp,7
53739,unknown,1
2812,a/n,1
7571,icmp,6
54548,unknown,1
37146,unknown,1
58316,sun-nd,1
50656,vrrp,4
64958,unknown,1
9244,vrrp,5
7953,unknown,1
28872,hmp,1
32589,trunk-2,1
63392,unknown,1
17490,ah,10
29857,ospfigp,7
42793,mfe-nsp,1
48366,vrrp,9
6077,eigrp,12
51949,icmp,14
34990,wesp,1
63118,unknown,1
60190,ospfigp,8
59781,sat-mon,1
32381,larp,16
46512,unknown,1
24980,sscopmce,1
27388,gre,7
42817,manet,1
10746,eigrp,11
65481,unknown,1
9535,unknown,1
32989,igmp,6
54395,pim,5
26967,unknown,1
8548,larp,9
7226,idpr-cmtp,1
20888,unknown,1
39671,unknown,1
54262,unknown,1
51115,udp,10
1384,unknown,1
37308,unknown,1
9272,nsh,10
7604,smp,1
35937,unknown,1
32378,igmp,7
48236,icmp,11
51831,icmp,7
64768,rsvp,1
6735,xnet,6
17880,egp,1
25459,ethernet,1
48058,eigrp,11
13652,unknown,1
37909,icmp,9
9757,unknown,1
42575,igmp,6
7035,icmp,9
8335,a/n,1
27576,scc-sp,1
9306,ospfigp,8
14974,icmp,14
24544,l2tp,1
9624,igmp,8
23068,unknown,1
86,unknown,1
29335,a/n,1
46414,cftp,1
42829,icmp,5
34434,ospfigp,7
14699,vrrp,10
7928,pim,9
52218,tcp,8
8335,ospfigp,11
21787,ospfigp,10
20250,unknown,1
15750,gre,7
58999,eigrp,9
61776,pim,11
21798,rohc,1
63197,chaos,1
51493,ospfigp,14
45398,ospfigp,13
63480,tp++,1
60162,tcp,11
50608,eigrp,9
15390,vrrp,10
25943,vrrp,8
25593,unknown,1
19830,cphb,1
5774,wb-expak,1
61482,tlsp,1
57735,pnni,1
35194,udp,8
21091,gre,8
21423,ipcomp,1
33995,unknown,1
47480,igp,1
58009,ospfigp,12
39918,eigrp,8
6262,udp,8
57323,sctp,5
29169,etherip,1
44040,udp,11
52524,nsh,8
30557,mtp,1
52061,sps,1
6537,i-nlsp,1
9519,unknown,1
57861,pnni,1
61290,eigrp,10
47878,unknown,1
54896,ipv6-route,1
52266,udp,11
21448,sat-mon,1
51040,tcp,6
43469,sctp,3
42668,eigrp,10
33490,sctp,7
9130,pim,11
21956,nsh,6
55024,ddp,11
64726,igmp,6
39824,iplt,1
27412,eigrp,15
57585,pim,8
39716,gre,9
7853,nsh,6
41217,vrrp,10
59237,st,1
26992,ospfigp,12
51182,icmp,5
47926,unknown,1
31229,udp,9
17652,sprite-rpc,1
57351,ipcv,1
26446,xtp,1
58838,ipcv,1
21775,pim,7
49084,pim,13
3914,unknown,1
3355,igmp,4
35684,icmp,10
21950,igmp,7
44260,gre,6
40829,vrrp,5
19561,ospfigp,10
62664,unknown,1
17751,igmp,8
57428,aris,1
25376,mtp,8
33330,mtp,8
57848,ospfigp,6
6284,iso-ip,1
21944,mobility header,1
21184,gre,12
28095,unknown,1
5306,vrrp,11
57601,icmp,11
1610,unknown,1
18517,gre,15
17934,unknown,1
1004,vrrp,7
53789,ah,8
21238,unknown,1
19097,vrrp,7
31739,unknown,1
35489,gre,13
29110,unknown,1
44785,ippc,1
57076,egp,1
28855,igmp,9
22548,icmp,7
54786,eigrp,10
12124,unknown,1
38930,tcf,1
54121,esp,1
62192,tcp,5
2803,cpnx,1
60761,ipx-in-ip,7
12552,igmp,6
19283,unknown,1
11319,nsfnet-igp,1
2823,cftp,1
35963,udp,8
40901,vrrp,9
38187,swipe (deprecated),1
16762,sctp,7
13693,icmp,8
42963,eigrp,15
45696,larp,9
61938,ipx-in-ip,12
57674,gre,10
30139,scps,1
22389,iplt,1
6351,unknown,1
64834,unknown,1
57889,tcp,7
39243,vrrp,10
53248,unknown,1
60075,mtp,5
3681,unknown,1
63472,ospfigp,7
63561,unknown,1
14339,icmp,8
54605,pim,11
20006,wesp,1
17184,sctp,8
37335,mobility header,1
3514,unknown,1
43683,visa,1
26245,icmp,10
50313,unknown,1
57610,gre,10
13615,sctp,8
12108,unknown,1
60262,sctp,7
49252,hopopt,6
27150,etherip,1
22414,ipcomp,1
15966,unknown,1
5132,unknown,1
50075,leaf-1,1
22590,wb-expak,1
37491,unknown,1
51532,unknown,1
56085,unknown,1
21730,a/n,1
20320,tcp,6
18018,esp,1
7668,unknown,2
64205,ospfigp,8
52517,udp,6
46787,larp,1
20383,ospfigp,6
46080,vrrp,8
10220,unknown,1
34319,unknown,1
63928,unknown,1
57068,pim,9
33007,xnet,7
4766,unknown,1
375,pim,7
21112,vrrp,11
2626,ospfigp,6
7207,ospfigp,13
15974,vrrp,7
10744,unknown,1
5196,rdp,8
64655,igmp,2
11068,rdp,8
32203,unknown,1
63911,unknown,1
21124,gre,8
4865,st,1
40883,ddp,6
39316,pim,1
28748,ah,9
14589,wesp,1
14722,ospfigp,13
55714,unknown,1
31960,unknown,1
43816,unknown,1
37202,ospfigp,15
5335,argus (deprecated),1
59753,narp,1
20998,icmp,10
15566,udp,10
28473,rsvp,1
38950,esp,11
19471,unknown,1
18798,irtp,1
16882,unknown,1
45798,ospfigp,11
5587,mpls-in-ip,1
4480,unknown,1
45624,vrrp,8
62754,larp,6
46491,vrrp,7
36677,ipx-in-ip,12
37872,sat-expak,1
26337,mtp,16
9759,icmp,9
10934,igmp,15
21242,ipx-in-ip,14
28786,eigrp,11
31312,pim,9
17148,udp,10
1075,unknown,1
24730,igmp,6
7903,srp,1
12909,ospfigp,5
16123,udp,8
15672,ospfigp,7
32772,scc-sp,1
19518,br-sat-mon,1
3571,xns-idp,1
34411,igmp,13
1120,pim,6
12150,esp,4
7758,vrrp,13
41064,unknown,1
7293,sctp,16
2046,unknown,1
19062,unknown,1
36250,tcp,9
52465,tcp,1
35923,gre,15
32276,gre,4
50576,netblt,1
6766,sctp,5
27195,unknown,1
23656,unknown,1
58917,ddx,1
34604,unknown,1
31437,unknown,1
64414,mfe-nsp,1
26245,unknown,1
36661,pim,7
53317,vrrp,10
56485,unknown,1
22473,unknown,1
3206,tcp,4
37610,unknown,1
48231,il,13
55217,ipv6-frag,1
49463,unknown,1
53704,gre,11
12798,udp,9
31356,unknown,1
21876,unknown,1
65504,tcp,14
627,pim,8
10372,rohc,1
12723,pim,13
53027,unknown,1
266,vrrp,5
22392,unknown,1
38485,pim,11
41044,scc-sp,1
46797,srp,1
45301,pim,10
60103,tcp,16
20693,unknown,1
35057,unknown,1
61558,pim,6
19719,gre,6
60870,eigrp,4
47976,unknown,1
39725,eigrp,7
63534,vrrp,13
15473,udp,4
33706,sat-expak,1
39529,gre,12
22891,ospfigp,8
48755,eigrp,10
48963,igmp,9
45777,mtp,11
26612,unknown,1
49300,eigrp,5
24098,scc-sp,1
55776,vrrp,13
32087,tcp,6
11196,unknown,1
50427,ddp,10
35087,igmp,7
29910,fire,1
63544,unknown,1
21671,unknown,1
27340,unknown,1
23541,emcon,1
27774,icmp,6
22233,igmp,8
28230,unknown,1
19757,unknown,1
26040,unknown,1
3635,udp,10
16054,larp,12
32130,ospfigp,5
30852,gre,9
46018,eigrp,11
21932,tcp,6
44187,unknown,1
1268,xns-idp,1
4193,ah,9
42570,nsh,9
52814,ospfigp,10
36185,unknown,1
13068,pim,11
9392,ospfigp,8
59302,udp,8
28991,vrrp,8
33873,ospfigp,9
52198,vmtp,1
23337,unknown,1
35597,unknown,1
61705,unknown,1
8767,pim,7
16294,unknown,1
21752,unknown,1
6851,gre,7
58452,udp,11
42176,tcp,7
32395,ospfigp,13
18496,ipcomp,1
23482,ah,9
12676,rdp,1
38348,unknown,1
22706,tcp,9
33459,vrrp,12
63738,tcp,1
60406,hopopt,8
11188,eigrp,7
7560,nsh,11
39099,uti,1
14836,eigrp,8
22401,udp,4
4209,udp,7
5684,pnni,1
46632,icmp,8
25765,unknown,1
2268,udp,7
17683,ospfigp,10
10223,wsn,1
48204,rvd,1
4528,unknown,1
19575,sctp,10
13867,unknown,1
16104,tcp,9
39152,udp,10
25943,unknown,1
15143,tcp,9
55330,unknown,1
44057,visa,1
64689,tcp,1
38979,unknown,1
20658,icmp,6
44152,ospfigp,9
58895,gre,11
2885,qnx,1
16821,tcp,7
14854,unknown,1
26574,unknown,1
64658,ax.25,1
4359,ggp,1
17545,esp,1
12824,secure-vmtp,1
52828,tcp,10
39114,unknown,1
42385,sctp,9
7765,unknown,1
26418,pim,8
23984,encap,1
23263,udp,8
11410,visa,1
46341,gre,9
54219,unknown,1
38058,bna,1
14403,ospfigp,8
61824,gre,10
3779,unknown,1
22519,larp,11
2829,unknown,1
13379,narp,1
47156,xnet,1
3417,unknown,1
63159,aggfrag,1
14823,sm (deprecated),1
61886,udp,10
11015,udp,10
56968,igmp,5
17107,udp,12
10736,wesp,1
30712,udplite,1
46914,igmp,9
42796,vmtp,1
41747,hopopt,1
23239,udp,11
52510,emcon,1
38305,unknown,1
39448,larp,1
11620,tcp,8
55382,sctp,11
13268,pim,5
10659,pim,15
9752,xnet,8
18636,unknown,1
31527,larp,16
17136,sctp,12
61569,unknown,1
2355,cpnx,1
51000,scps,1
35849,larp,1
45191,unknown,1
14633,unknown,1
36969,ax.25,1
2065,nsh,9
32843,icmp,13
22150,mtp,11
62108,udp,9
33931,sctp,12
45865,udp,7
19364,unknown,1
55632,ah,6
25896,udp,12
43268,aggfrag,1
19721,a/n,1
50901,unknown,1
25854,igmp,5
39348,gre,8
2195,ospfigp,10
40827,udp,5
60440,vines,1
22038,pim,5
46024,gre,4
17985,igmp,10
23975,egp,1
54723,vrrp,13
56217,tcp,7
48973,icmp,9
37075,unknown,1
25621,pim,10
44560,icmp,9
50535,rsvp,1
40529,icmp,7
58524,unknown,1
34345,unknown,1
47799,ospfigp,8
32724,xnet,5
2143,unknown,1
9534,pim,9
26473,xnet,11
24078,igmp,13
13684,rdp,7
10029,tcp,7
64725,nsh,8
42348,cbt,1
13062,smp,1
54186,igmp,13
55507,icmp,8
64179,kryptolan,1
60544,tcp,5
26513,igp,1
64931,swipe (deprecated),1
5175,ddp,11
57965,eigrp,7
26623,vrrp,15
7083,tcf,1
40004,sctp,9
34884,snp,1
3114,unknown,1
25829,unknown,1
15923,unknown,2
13538,netblt,1
17160,xnet,8
56942,eigrp,1
15949,sctp,1
61671,icmp,11
16851,vrrp,5
28092,leaf-2,1
51580,udp,6
33250,unknown,1
18155,unknown,1
34246,sprite-rpc,1
31918,unknown,1
31383,udp,7
28946,rdp,9
22161,unknown,2
35570,pim,9
9727,udp,10
3604,emcon,1
52472,nsh,8
48261,unknown,1
43501,rdp,5
37971,gre,8
64464,icmp,5
48933,vrrp,6
17541,unknown,1
9513,eigrp,9
56875,il,8
63700,emcon,1
9708,micp (deprecated),1
26133,ddp,7
47927,udp,6
54544,ipv6,1
3123,ipx-in-ip,12
65080,iso-tp4,1
30458,ospfigp,15
61765,eigrp,6
57510,unknown,1
27161,fire,1
42503,rsvp-e2e-ignore,1
64418,unknown,1
58095,ospfigp,9
21920,vrrp,7
51233,idpr,1
4649,rdp,9
54921,unknown,1
41857,unknown,1
17448,pim,7
54749,eigrp,10
7312,rsvp,1
15328,eigrp,4
12634,pim,13
55163,tcp,6
1484,udp,10
20906,mtp,12
17235,ah,1
42394,sscopmce,1
26242,il,16
57697,rdp,9
29022,mux,1
13038,tcp,11
22963,igmp,8
3072,udp,7
23776,gre,7
59531,icmp,8
51220,unknown,1
34851,hip,1
39589,gre,9
51970,idpr-cmtp,1
32355,vrrp,10
37899,icmp,11
27592,mux,1
38346,ah,10
23279,igmp,8
9648,egp,1
57258,sctp,15
20637,ipx-in-ip,11
62894,ospfigp,6
21817,gre,6
20867,eigrp,6
30601,unknown,1
1420,st,1
14953,ospfigp,14
55730,unknown,1
36454,udp,11
36075,trunk-1,1
32614,tcp,7
15662,hip,1
43878,nsh,6
55734,eigrp,8
52811,etherip,1
30520,unknown,2
7010,unknown,1
40416,rsvp,1
21887,pim,5
26453,vrrp,8
19796,nsh,6
5981,icmp,10
8448,vrrp,8
27567,icmp,14
28191,gre,3
5019,unknown,1
50675,swipe (deprecated),1
33490,mpls-in-ip,1
21011,pim,12
4527,ifmp,1
60890,unknown,1
14435,unknown,1
10969,unknown,1
51973,ifmp,1
17548,uti,1
63569,ospfigp,8
40404,unknown,1
50486,eigrp,10
2204,unknown,1
25015,tcp,9
52833,igmp,9
38900,unknown,1
39247,gre,6
62280,aris,1
6299,pim,7
45424,pim,6
63658,unknown,1
7096,tcp,8
5959,unknown,1
30079,unknown,1
62082,esp,7
8836,vrrp,9
527,xnet,8
19721,icmp,6
12014,ah,4
57357,mtp,6
47849,unknown,1
41188,gre,5
45679,unknown,1
28730,igmp,11
45271,ipv6-icmp,1
50636,unknown,1
34712,unknown,1
26837,unknown,1
2913,igmp,9
59127,vrrp,10
39844,ipip,1
27239,unknown,1
42399,aris,1
65371,unknown,1
14529,nsh,10
20994,tcp,6
34269,il,9
18405,unknown,1
24724,rdp,6
16850,igmp,12
58477,fc,1
34744,kryptolan,1
18002,trunk-2,1
28773,esp,7
50096,chaos,1
11756,sdrp,1
46521,idpr,1
44113,ipv6-route,1
46155,argus (deprecated),1
48867,il,6
51891,unknown,1
49361,compaq-peer,1
25370,min-ipv4,1
23412,eigrp,9
9332,esp,19
35527,tcp,10
2476,min-ipv4,1
18370,udp,7
40694,argus (deprecated),1
56714,unknown,1
64575,eigrp,9
52293,unknown,1
1327,hmp,1
45082,gre,7
20164,eigrp,10
50521,unknown,1
35551,eigrp,10
50613,pim,9
33436,gre,8
36935,unknown,1
11061,visa,1
37559,ah,8
20800,pim,24
11077,aggfrag,1
15942,unknown,1
40899,unknown,1
9191,larp,13
21130,unknown,1
52873,ospfigp,6
2254,vrrp,5
4082,udp,8
56394,udplite,1
52335,mfe-nsp,1
60463,gre,6
65459,crtp,1
5518,pvp,1
43733,larp,6
7473,unknown,1
60375,pim,14
2708,unknown,1
18903,igmp,6
30053,pim,7
2831,ospfigp,6
29960,eigrp,1
52890,esp,1
463,icmp,3
32760,unknown,1
12573,unknown,1
17427,gre,8
5826,irtp,1
61488,unknown,1
25780,mtp,12
27720,igmp,3
42324,mtp,9
60880,sctp,11
33048,udp,1
12905,mtp,3
11145,sctp,11
4877,ipx-in-ip,8
16973,udplite,1
3219,sctp,8
38187,eigrp,9
31401,irtp,1
39934,unknown,1
3596,pup,1
54598,il,10
21833,unknown,1
57397,nsh,6
36186,mobility header,1
46744,unknown,1
22143,pim,6
60407,smp,1
9008,unknown,1
29331,sdrp,1
34846,unknown,1
34346,icmp,17
32539,mtp,1
7674,eigrp,6
41152,unknown,1
46878,udp,7
24957,tcp,3
6436,sctp,15
14905,unknown,1
18053,tcp,12
2125,vrrp,9
9162,eigrp,9
23468,unknown,1
49141,ipv6-route,1
27252,unknown,1
40184,sctp,9
2800,icmp,16
46322,pnni,1
62891,rdp,11
55515,gre,16
26799,igmp,9
12883,aggfrag,1
32650,ethernet,1
19654,sctp,12
39451,vrrp,6
3403,unknown,1
59677,ospfigp,4
31024,mfe-nsp,1
20795,compaq-peer,1
23921,rdp,7
31847,unknown,1
52836,mtp,6
38816,unknown,1
56262,gre,13
21734,pim,8
51726,igmp,4
51948,srp,1
60364,unknown,1
1516,udplite,1
6661,vrrp,1
27128,gre,3
35033,unknown,1
8155,unknown,1
6426,wsn,1
54630,compaq-peer,1
26830,icmp,10
38511,wb-mon,1
47815,unknown,1
29509,ddp,10
8573,ospfigp,11
53176,pim,10
14316,igmp,11
22728,udp,8
57847,srp,1
47132,pim,9
34762,shim6,1
37765,sat-mon,1
26010,gre,11
1379,pim,6
39410,eigrp,12
450,tcp,9
58752,tcp,5
1596,manet,1
26100,tcp,11
45346,unknown,1
64306,uti,1
5816,ipv6-route,1
36066,igmp,8
16066,eigrp,12
43159,scc-sp,1
58409,sctp,12
61883,ddp,13
22029,isis over ipv4,1
46028,secure-vmtp,1
25760,ipcomp,1
52782,sctp,14
56706,ospfigp,11
23562,unknown,1
46173,dsr,1
22692,vrrp,7
42230,igmp,12
61851,sctp,12
36819,gre,4
17542,eigrp,7
6216,vrrp,8
47337,sat-mon,1
45596,icmp,9
16070,eigrp,8
62049,tcp,8
17362,gre,8
12516,pim,7
41613,eigrp,12
18245,eigrp,10
43313,pim,6
63028,tcp,10
43304,gre,1
51166,unknown,2
34760,ospfigp,12
44791,vrrp,10
29299,iatp,1
52191,tcp,16
59179,eigrp,6
19027,fire,1
59625,rsvp,1
28000,mpls-in-ip,1
32613,nsfnet-igp,1
49389,udp,8
27670,ospfigp,4
18713,unknown,1
1669,igmp,11
22523,dccp,1
22379,wb-expak,1
49977,larp,13
59733,gre,13
65403,tcp,7
202,unknown,1
17914,sctp,13
3745,unknown,1
40887,udplite,1
43683,unknown,1
46208,icmp,5
28974,igmp,9
60085,icmp,11
57664,ddp,1
63564,udp,8
16754,ddp,7
17659,pim,9
1884,gre,9
27901,il,17
42699,unknown,1
5203,gre,13
3826,unknown,1
3155,tcp,11
64272,unknown,1
47841,ipx-in-ip,4
16306,icmp,14
31680,ah,7
56600,gre,14
46763,unknown,1
61406,gre,12
40250,irtp,1
15454,idrp,1
38029,igmp,11
33561,ospfigp,9
36000,ospfigp,15
1924,qnx,1
61736,i-nlsp,1
11991,vrrp,12
27345,tcp,11
45105,vrrp,11
39257,ospfigp,8
25698,idrp,1
44399,unknown,1
26051,wesp,1
16542,dccp,1
53120,eigrp,8
35285,unknown,1
22259,igmp,9
14729,sctp,1
53477,hopopt,1
60679,sctp,15
42191,manet,1
18217,igmp,9
37840,ospfigp,8
27129,vrrp,8
16359,unknown,1
4566,ospfigp,1
40993,unknown,1
44949,pim,10
23765,sctp,1
18875,ah,11
62727,icmp,8
60578,tcp,11
29762,gre,10
47943,unknown,1
27098,vines,1
48614,ah,11
25661,eigrp,13
44516,igmp,1
17880,gre,10
32826,sctp,9
3566,vrrp,6
48625,unknown,1
8034,gre,6
43025,il,9
25044,vrrp,10
29218,eigrp,9
9372,icmp,7
5422,xtp,1
60585,nsh,12
36727,unknown,1
19777,udp,11
8678,unknown,1
181,igmp,7
23928,gre,11
54178,tcp,4
49106,icmp,6
42210,tcp,11
36313,unknown,1
30967,sctp,12
798,ethernet,1
59405,unknown,1
34041,icmp,1
51465,unknown,1
10695,rdp,13
15492,pim,11
21512,eigrp,6
1005,unknown,1
9042,udp,9
36562,igmp,6
18967,sctp,10
45300,il,10
36129,icmp,11
32837,unknown,1
63833,dccp,1
4825,sctp,12
2157,unknown,1
52630,icmp,6
44992,udp,9
24628,udp,11
46710,unknown,1
15459,unknown,1
45162,eigrp,12
32380,unknown,1
37658,igmp,7
30732,unknown,1
25785,pim,6
6718,xnet,6
21822,pim,9
54700,unknown,1
49027,unknown,1
7623,igmp,10
60152,gre,9
50742,tcp,10
16005,vrrp,2
63294,fire,1
11431,icmp,14
23642,unknown,1
33527,eigrp,9
43037,icmp,5
16271,tcp,8
52165,udp,6
27052,igmp,8
29581,nsh,7
22590,unknown,1
55778,pim,7
1967,sctp,9
1246,secure-vmtp,1
15210,unknown,1
31077,srp,1
64742,pim,5
7189,fire,1
41132,pim,14
31505,iatp,1
36618,pim,7
29052,hip,1
47618,pim,6
29343,tcp,12
37260,shim6,1
46320,unknown,1
3553,iptm,1
16380,larp,9
2914,dccp,1
44540,unknown,1
28438,unknown,1
28830,dgp,1
50193,ipx-in-ip,10
11282,igmp,5
5910,pim,14
1027,mtp,1
44614,kryptolan,1
53256,vrrp,6
19772,sctp,8
46781,pvp,1
9783,mtp,1
58251,sctp,7
9409,sctp,11
55796,unknown,1
40194,tcp,7
42264,hopopt,1
21901,eigrp,7
53329,i-nlsp,1
48127,xnet,10
43223,larp,1
28694,mtp,1
32491,tcp,6
9116,udp,5
31411,igmp,7
36784,mtp,1
42886,pim,15
16629,il,14
27507,ipcomp,1
52713,ddp,11
36809,ipx-in-ip,14
3551,ipx-in-ip,11
49915,tcp,6
43184,icmp,13
34686,nsh,8
33989,unknown,1
53487,pim,9
52825,unknown,1
34253,ospfigp,11
31908,scc-sp,1
58187,unknown,2
52707,sctp,12
13695,udp,9
57690,igmp,8
24000,igmp,6
33351,unknown,1
6573,igmp,7
17515,unknown,1
62039,leaf-1,1
64237,icmp,6
41316,igp,1
54477,tcp,8
48485,igmp,9
45411,unknown,1
38415,gmtp,1
17115,nsh,1
12387,ipv6-nonxt,1
43338,unknown,2
21457,sctp,11
14581,tcp,6
59428,dgp,1
54479,gre,9
46414,ipv6-nonxt,1
30306,esp,9
51415,ipx-in-ip,7
19246,eigrp,12
6807,nsh,8
49093,unknown,1
40809,ospfigp,7
32477,unknown,1
26594,unknown,1
24987,sps,1
27608,udp,3
38464,ddp,3
1827,eigrp,12
62713,ipx-in-ip,10
24230,tcp,1
52377,larp,10
24760,unknown,1
55630,igmp,4
1154,xns-idp,1
28195,pim,4
41902,unknown,1
6604,vrrp,10
22346,iplt,1
24126,unknown,1
56840,vrrp,7
11731,pgm,1
25518,vrrp,12
23214,icmp,13
46117,ippc,1
24848,eigrp,10
25677,ddp,6
34731,unknown,1
2311,pim,8
14821,idrp,1
37955,eigrp,5
38712,igmp,5
62464,xns-idp,1
47614,gre,7
36935,sctp,13
41898,sctp,1
24402,ipcv,1
36052,sun-nd,1
56594,mtp,11
10484,unknown,1
37786,i-nlsp,1
52745,icmp,7
8953,larp,12
65401,dccp,1
41502,vrrp,10
14840,tcp,7
26769,vrrp,9
14164,stp,1
27508,udp,11
41447,unknown,1
43945,crudp,1
52806,unknown,1
33465,mfe-nsp,1
48509,gre,13
23089,sctp,10
25885,unknown,1
33766,ipcomp,1
58698,tcp,9
38273,pim,8
37250,eigrp,8
19513,wesp,1
62707,snp,1
37678,icmp,12
59252,leaf-2,1
8977,sctp,7
29989,icmp,11
22088,ddx,1
13854,ax.25,1
19427,vrrp,23
14547,micp (deprecated),1
39508,unknown,1
52622,udp,13
32348,sctp,10
24358,unknown,1
59232,sctp,8
44041,vrrp,11
11996,unknown,1
4962,sctp,8
59874,vines,1
224,gre,10
53357,tcp,4
7212,unknown,1
27142,unknown,1
62849,unknown,1
7019,iplt,1
27603,pim,7
7716,unknown,1
14353,udp,9
46020,pnni,1
63785,unknown,1
49537,icmp,10
60408,st,1
4322,ospfigp,9
61056,unknown,1
51850,manet,1
18066,ah,11
57353,esp,10
57437,nsh,11
25242,gre,21
57326,tcp,10
65532,mfe-nsp,1
24025,unknown,1
9270,tcp,11
65474,vrrp,6
58386,unknown,1
11373,ipv6-icmp,1
54715,udp,10
17460,srp,1
27091,unknown,1
42794,eigrp,7
35309,unknown,1
43871,vrrp,8
35521,unknown,1
30413,ah,7
54858,ipcomp,1
46827,gre,1
30788,sctp,11
31839,stp,1
25542,ipx-in-ip,7
46488,unknown,1
59556,min-ipv4,1
29746,ospfigp,5
2780,ipx-in-ip,5
6039,udp,12
55804,unknown,1
18532,unknown,1
65494,tcp,11
48924,ipv4,1
3871,tcp,2
26868,ah,10
9439,udp,10
59281,ospfigp,6
43474,dccp,1
10841,sps,1
61312,tcp,10
2434,icmp,7
10685,ospfigp,8
2603,udp,10
14696,unknown,1
58048,fire,1
62016,gre,16
64620,larp,8
61806,gre,23
27908,pim,6
27796,ipv6-opts,1
20635,eigrp,8
30300,wb-expak,1
62762,unknown,1
18725,sat-mon,1
3089,tcp,12
45302,gre,9
4360,unknown,1
46743,unknown,1
22790,udp,9
62535,ipcv,1
30676,hip,1
45597,cbt,1
18333,ipv6-icmp,1
33752,vrrp,11
33270,unknown,1
52692,ospfigp,8
30857,dgp,1
10005,unknown,2
64363,mtp,1
1449,vrrp,6
21862,unknown,1
65346,rsvp,1
40741,ipv6-opts,1
15193,trunk-2,1
10709,eigrp,10
15996,eigrp,8
22097,udp,9
55138,sat-mon,1
53964,esp,11
54741,vrrp,11
32315,il,12
37395,ipv6-frag,1
35962,udp,11
1028,vrrp,7
111,vrrp,13
53788,unknown,1
1625,icmp,4
57232,vrrp,9
26938,l2tp,1
54339,sctp,6
43038,vrrp,12
29337,tcp,5
3302,gre,12
7921,tcp,14
15863,sat-expak,1
38767,ddp,11
59602,sctp,10
29649,icmp,17
29369,ddp,13
11166,manet,1
47144,pim,8
22851,vrrp,1
8366,sctp,9
17883,vrrp,13
28894,rvd,1
24568,gre,4
33218,rdp,8
37605,igmp,6
24772,pim,18
39530,unknown,2
49917,icmp,16
23761,bbn-rcc-mon,1
4112,unknown,1
19755,sctp,10
12821,rdp,1
48244,igmp,10
14440,pim,10
47335,larp,11
4906,icmp,11
28287,sctp,9
10195,vrrp,14
52012,tcp,8
3454,vrrp,10
58782,sat-expak,1
46751,tcp,9
15614,unknown,1
45168,leaf-1,1
52939,unknown,1
41122,vrrp,8
27363,ipx-in-ip,12
51664,sctp,11
45166,bbn-rcc-mon,1
15343,vrrp,2
36109,igmp,11
49527,sat-mon,1
40839,ax.25,1
30082,icmp,6
54388,tcp,8
65345,vrrp,7
10935,esp,9
13176,ospfigp,14
60626,unknown,1
52560,trunk-1,1
35253,eigrp,7
19351,idrp,1
23015,sctp,6
17467,unknown,1
43536,unknown,1
24340,eigrp,8
8951,unknown,1
37341,unknown,1
56600,unknown,2
50041,igmp,5
17662,unknown,1
58754,eigrp,2
23108,xtp,1
14544,vrrp,7
14545,unknown,1
50520,vrrp,7
34926,unknown,1
50550,bna,1
9495,ah,8
18848,unknown,1
30809,unknown,1
53922,eigrp,10
10536,pim,12
38615,larp,8
21827,tcp,3
32756,pim,2
8757,icmp,6
6803,sctp,15
35025,nsh,1
21342,igmp,12
4864,trunk-2,1
57134,unknown,1
11770,gre,8
57222,eigrp,9
38852,igmp,9
54760,manet,1
41444,icmp,8
32031,idpr-cmtp,1
46326,visa,1
9641,prm,1
34080,udp,14
17714,ospfigp,9
15079,unknown,1
40059,ospfigp,10
35763,igmp,5
7222,icmp,11
2340,tcp,5
59518,vrrp,14
28442,snp,1
35517,gre,10
153,esp,7
14547,pim,10
24598,vrrp,9
50565,pim,11
62171,eigrp,1
38304,eigrp,15
47389,pim,6
24865,udp,3
7465,stp,1
54464,icmp,10
3066,unknown,1
56870,ipx-in-ip,9
21125,gre,9
3912,ipcv,1
28224,unknown,1
18127,udp,12
25239,igmp,1
36239,unknown,1
7869,unknown,1
14429,sprite-rpc,1
20670,sctp,14
62642,leaf-2,1
28103,hip,1
32388,sctp,5
41993,iso-tp4,1
746,larp,7
1068,vrrp,4
22106,wb-expak,1
30853,igmp,7
47926,icmp,6
16441,pim,6
20010,micp (deprecated),1
33874,unknown,1
226,unknown,1
53918,il,8
19563,udplite,1
8351,srp,1
20934,vrrp,8
62082,ddp,12
49843,unknown,1
24402,iptm,1
61492,ipx-in-ip,8
29280,unknown,1
28617,qnx,1
20808,a/n,1
21187,udp,6
38773,prm,1
11585,pim,7
14286,idpr-cmtp,1
55586,igmp,7
34148,icmp,11
61785,eigrp,7
25621,igmp,5
7090,sctp,13
3161,igmp,15
63751,rdp,7
31480,gre,13
27254,icmp,6
36659,udp,5
45430,stp,1
4205,ipx-in-ip,6
25431,ipv6-opts,1
